Year,Region,State,County,Total percentAvg pay,AverageWage,Management percent,Management pay,Business and financial operations percent,Business and financial operations pay,Computer and mathematical percent,Computer and mathematical pay,Architecture and engineering percent,Architecture and engineering pay,"Life, physical, and social science percent","Life, physical, and social science pay",Community and social service percent,Community and social service pay,Legal percent,Legal pay,"Education, training, and library percent","Education, training, and library pay","Arts, design, entertainment, sports, and media percent","Arts, design, entertainment, sports, and media pay",Healthcare practitioners and technical percent,Healthcare practitioners and technical pay,Healthcare support percent,Healthcare support pay,Protective service percent,Protective service pay,Food preparation and serving related percent,Food preparation and serving related pay,Building and grounds cleaning and maintenance percent,Building and grounds cleaning and maintenance pay,Personal care and service percent,Personal care and service pay,Sales and related percent,Sales and related pay,Office and administrative support percent,Office and administrative support pay,"Farming, fishing, and forestry percent","Farming, fishing, and forestry pay",Construction and extraction percent,Construction and extraction pay,"Installation, maintenance, and repair percent","Installation, maintenance, and repair pay",Production percent,Production pay,Transportation and material moving percent,Transportation and material moving pay
May 2018,west,Washington,Bellingham,100,23.58,4.1,51.04,4.9,32.82,1.5,37.86,2,41.58,0.7,30.81,2,23.08,0.4,34.86,7,25.4,1.2,21.75,4.7,36.2,2.8,18.28,2,31.31,10.3,14.15,3.6,15.18,3.1,14.98,10.5,19.03,14.4,19.16,0.5,18.6,6.1,26.99,3.8,24.56,7.9,20.77,6.5,19.1
May 2019,west,Washington,Bellingham,100,24.23,3.9,51.9,4.6,32.04,1.6,39.81,1.4,39.8,0.7,32.7,2.1,24.47,0.4,37.31,7.1,27.69,1.2,23.8,4.4,37.19,3.9,17.47,2.1,30.72,10.7,15.73,3.8,15.94,2,17.53,10.4,19.91,13.1,19.94,0.4,19.36,6.8,28.15,4,25,8,20.92,7.3,19.03
May 2020,west,Washington,Bellingham,100,25.71,4,54.2,5.2,34.54,1.6,38.84,1.5,42.85,0.9,33.68,2,24.64,0.3,39.93,7.2,29.55,1.2,25.13,3.1,43.03,3.9,18.04,2.3,32.35,10.1,16.35,3.4,17.3,2.1,18.02,10.5,21.94,13.4,20.79,0.4,22.56,7,29.63,4.2,25.86,8.4,22.35,7.3,20.47
May 2018,west,Oregon,Bend,100,23.27,5.4,43.54,3.6,30.93,1.9,35.81,1.3,36.64,1.2,30.6,2,22.52,0.6,43.89,5.2,27.39,1.5,21.44,6.4,49.44,2.9,17.42,1.3,29.51,11.7,13.23,3.9,15.04,4.3,13.95,11.2,18.95,15.8,18.54,0.2,18.61,6.1,22.52,3.3,22.5,4.9,17.88,5.4,17.59
May 2019,west,Oregon,Bend,100,24.01,5.6,45.34,4,33.28,1.9,36.46,1.4,38.76,1,33.54,2,23.4,0.6,40.43,5.3,28.05,1.3,22.78,6.2,47.18,4.2,17.24,1.4,30.05,12.2,13.56,4,16.13,2.8,15.94,10.6,20.04,14.2,19.24,0.2,20.47,5.9,24.21,3.5,22.94,5.2,18.9,6.5,17.28
May 2020,west,Oregon,Bend,100,25.39,5.9,47.09,4.7,34.91,1.9,37.65,1.4,38.58,1.4,32.02,2.1,23.45,0.7,38.14,5,29.05,1.3,23.5,6.7,49.29,4.3,17.81,1.1,29.42,10.8,14.45,4,16.83,2.6,16.23,10.2,20.34,13.9,19.97,0.2,23.33,6.3,25.05,3.6,24.65,5.4,20.18,6.3,18.63
May 2018,west,Idaho,Boise City,100,21.86,6.3,42.88,4.5,31.23,2.8,34.83,2.4,39.37,1,27.83,1.4,20.54,0.7,39.72,5.2,19.71,1.3,22.27,5.9,39.16,2.9,14.74,1.9,20.62,8.6,10.71,3.2,12.92,3.6,12.33,10.1,18.78,15.7,17.26,0.6,13.46,5.7,20.13,4,21.19,6.1,17.26,6,16.92
May 2019,west,Idaho,Boise City,100,22.68,6.4,44.21,5,32.05,3.1,36.22,2.4,41.04,0.9,29.87,1.5,21.85,0.7,42.03,5.2,19.89,1.3,22.61,5.9,39.47,4.4,13.91,1.8,20.17,8.5,11.32,3.2,13.66,1.9,14.55,9.4,19.09,14.4,18.3,0.5,14.61,5.8,20.41,3.9,21.99,6.3,17.61,7.6,17
May 2020,west,Idaho,Boise City,100,23.56,6.5,45.1,5.4,34.45,3.3,37.58,2.4,42.32,0.9,29.77,1.6,23.57,0.7,43.49,5.2,19.85,1.2,23.42,5.7,39.98,4.6,15.05,1.7,22.13,7.9,11.77,3.2,14.39,1.6,14.91,9,20.21,14.7,18.56,0.5,14.43,6.3,21.04,3.8,22.75,6.1,18.22,7.6,17.46
May 2018,west,Washington,Bremerton,100,26.22,3.4,53.07,5.6,37.42,2.2,40.6,5,42.06,1.3,34.4,1.4,24.58,0.4,34.94,6.1,26.19,1,24.46,4.9,41.68,3.1,17.29,2,33.96,10.7,13.65,2.4,16.46,4,15.91,9.9,18.05,12.2,20.92,0.1,17.35,7.9,29.01,6.3,29.07,5,26.42,5.1,19.29
May 2019,west,Washington,Bremerton,100,27.1,3.5,52.45,6.1,37.48,2.2,41.07,5.1,42.48,1.6,34.84,1.6,24.66,0.4,36.36,6,27.22,0.8,25.51,4.7,44.14,4.2,17.22,1.9,,10.7,14.77,2.5,16.98,2.4,17.72,9.8,19.12,11.3,21.8,0.1,17.68,8.1,28.9,6.2,29.09,5.2,26.48,5.7,19.58
May 2020,west,Washington,Bremerton,100,29.02,3.6,55.91,6.7,39.41,2.2,41.95,5.4,44.38,1.5,37.69,1.6,25.18,0.5,37.03,6.1,28.84,0.7,26.91,4.8,44.07,4.8,18.04,2,41.6,9.7,16.27,2.6,18.18,1.7,18.08,9,21.83,11.5,22.92,0.1,16.76,8,30.11,6.3,31.43,5.6,28.01,5.6,21.25
May 2018,west,Nevada,Carson City,100,24.44,5.7,55.82,6.8,30.08,3.1,33.65,2.3,32.03,1.6,30.63,1.7,26.56,1.7,43.77,4.4,21.87,0.7,24.48,7.4,41.46,2.8,17.35,3.3,24.87,9.2,11.21,2.4,14.49,3.4,12.09,9.1,19.16,17.5,18.83,,,3.9,24.94,4.1,21.93,5.8,18.19,3,15.27
May 2019,west,Nevada,Carson City,100,24.77,6,52.96,6.7,31.46,3,35.89,2.4,33.37,1.5,32.58,2,26.91,1.4,45.83,4.5,22.48,0.6,23.53,7,42.97,4.1,14.69,3.3,25.46,9.5,11.41,2.5,15.02,2,12.97,8.8,19.94,16.1,19.47,,,3.7,25.44,3.8,21.92,6.3,19.45,4.8,15.23
May 2020,west,Nevada,Carson City,100,26.07,6.3,56.07,7.4,32.07,3.1,36.68,2.2,33.06,1.7,31.78,2.2,28.04,1.2,51.73,3.6,24,0.7,22.33,7.4,44.97,4.7,15.12,3.3,26.9,8,12.01,2.5,15.52,1.9,12.8,8.2,21.34,15.9,19.89,,,4.1,25.61,3.6,23.14,6.7,19.74,5.3,16.03
May 2018,west,California,Chico,100,22.17,4.3,46.1,3.1,30.21,1.7,36.42,0.8,38.95,0.8,29.61,3.5,22.83,0.4,37.46,9.3,26.85,0.9,21.43,7.4,41.14,3.3,16.68,1.6,27.41,10.9,12.69,3.1,14.89,8,12.73,9.7,16.83,14.1,17.82,1.4,14.72,3.8,24.17,3.5,22.71,4.2,18.61,4.2,16.7
May 2019,west,California,Chico,100,23.37,5,48.46,3.3,31.45,1.2,35.46,1.1,39.49,0.8,34.01,3.2,23.57,0.5,35.3,9.8,27.24,0.9,23.8,7.2,42.62,8.3,14.21,1.5,29.51,10.4,13.58,3.2,15.98,2.4,15.77,9.5,17.15,12.9,18.9,1.4,15.75,4,25.6,3.7,23.7,4.1,19.88,5.6,16.9
May 2020,west,California,Chico,100,24.56,5.2,49.74,3.8,32.62,1.3,34.56,0.8,41.11,0.9,34.78,3.3,24.29,0.6,33.87,9.1,29.68,1.1,24.62,7.1,42.33,8.3,15.5,1.5,28.28,9.4,14.8,3.5,16.46,2,16.29,9.7,18.89,12.8,19.77,1.5,16.59,4.3,27.74,3.8,25.04,3.9,21.29,6.3,17.26
May 2018,west,Idaho,Coeur d'Alene,100,20.47,5.2,39,3.2,31.74,1.3,32.78,1.2,33.71,1,26.37,1.7,19.67,0.6,,5,17.57,0.9,18.14,6.3,43.1,3.6,15.89,2,23.31,11.4,11.49,3.4,13.23,3.9,12.27,11,17.48,17.4,16.3,0.3,21.47,6.5,21.41,4,20.23,5.8,16.62,4.3,16
May 2019,west,Idaho,Coeur d'Alene,100,20.74,5.3,38.6,3.3,30.4,1.3,34.58,1.2,34.55,0.8,28.93,1.5,20.13,0.6,,5.3,17.69,0.9,18.73,6.2,41.51,5.9,14.97,1.7,23.78,12.3,11.45,3.2,13.96,1.8,13.72,10.4,18.16,15.3,17.21,0.3,18.99,6.7,22.18,4.2,21.42,5.8,17.27,6,16.37
May 2020,west,Idaho,Coeur d'Alene,100,21.45,5.2,39.42,3.2,32.16,1.6,35.05,1.4,34.02,0.8,28.49,1.6,21.08,0.7,,5.6,19.06,0.7,18.61,5.3,42.57,5.3,16.04,1.9,25.94,11.4,11.4,3,14.89,1.7,14.63,10.6,18.85,16.4,17.87,0.3,19.79,7.1,22.09,4.7,22.7,5.5,18.54,6.1,17.59
May 2018,west,Oregon,Corvallis,100,25.53,5.3,51.03,4.2,29.79,3.3,37.55,3.4,42.84,3.5,30.69,1.9,23.5,0.3,,13.7,28.86,1.5,27.94,6.9,48.97,3.3,17.75,1.6,,11,12.54,3.6,14.53,3.7,14.12,8.4,15.73,12.5,18.42,0.7,21.03,2.6,25.19,2.2,21.5,3.9,20.09,2.5,16.59
May 2019,west,Oregon,Corvallis,100,27.11,5.5,52.19,4.1,30.13,3.2,38.97,3.9,46.13,3.3,31.76,2.1,23.29,0.4,37.3,12.8,30.69,1.5,28.42,7.3,54.25,4.4,17.34,2,23.23,11,13.24,3.5,15.1,2.2,15.08,7.7,16.56,11.8,19.45,0.7,21.18,2.7,25.11,2.2,23.01,3.8,21.51,3.8,16.08
May 2020,west,Oregon,Corvallis,100,28.43,5.6,54.29,5.1,30.68,3.4,39.35,2.8,43.16,3.5,31.09,2.1,24.07,0.3,45.82,12.7,33.29,2.4,31.31,7.7,55.89,4.9,17.76,1.6,25.63,10.1,13.91,3,15.78,1.8,16.44,7.1,18.12,11.5,19.94,0.6,22.26,2.8,27.56,2.6,23.8,4.7,20.6,3.8,17.3
May 2018,west,California,El Centro,100,21.9,4,46.85,3.4,32.32,0.5,36.65,0.6,,0.6,40.25,2.3,25.47,0.5,36.02,8.5,31.41,0.6,25.72,4.2,40.07,1.9,16.09,6.1,32.21,6.9,13.54,2.6,15.44,8.2,12.11,10.7,15.53,12.9,17.97,10.6,12.88,2.4,25.31,3.6,22.86,2,20.91,6.8,17
May 2019,west,California,El Centro,100,22.61,4.2,45.52,3.5,32.73,0.6,32.19,0.5,39.87,0.6,37.2,2.9,24.5,0.4,35.42,8.4,32.45,0.6,26.92,4.4,41.1,8.6,13.14,5.9,33.68,7.5,13.41,2.5,15.26,1.6,14.74,10.6,16.63,11.3,18.69,9.7,13.73,2.5,27.95,3.7,23.98,2.9,20.8,7.2,17.44
May 2020,west,California,El Centro,100,23.96,4.1,49.78,3.7,34.23,0.7,33.23,0.6,38.66,0.6,36.86,2.8,26.95,0.3,44.6,7.7,32.51,0.5,25.73,4.1,44.96,9.8,14.91,6.4,35.03,6.7,14.9,2.6,16.71,1.2,16.02,9.7,18.04,11.4,19.48,10.9,15.66,2.3,27.82,3.6,25.68,3.3,21.42,7,18.86
May 2018,west,Oregon,Eugene,100,22.75,5.4,44.66,3.8,29.36,2.3,34.09,0.9,34.18,1.1,30.96,2.5,21.45,0.7,37.55,6.2,27.92,1.3,23.95,5.6,46.37,3.4,17.51,1.5,25.92,10.1,12.92,3,14.86,5.1,14.13,10.3,19.14,16,17.57,0.5,21.99,3.5,23.43,3.9,22.33,6.1,18.27,6.6,17.67
May 2019,west,Oregon,Eugene,100,23.47,5.6,44.3,4.2,29.87,2.2,35.36,1,34.97,1.1,32.45,2.6,22.83,0.7,38.06,6.2,27.39,1.4,24.3,5.9,47.62,5.4,16.44,1.6,25.22,10.6,13.24,3.1,15.05,1.7,16.09,9.7,19.21,13.8,18.66,0.5,24.36,3.9,25.1,3.9,22.94,6.4,18.66,8.5,17.56
May 2020,west,Oregon,Eugene,100,24.41,5.6,45.03,4.5,31.19,2.2,36.51,1,36.08,1.4,32.35,2.6,23.81,0.7,35.11,6.2,28.43,1.4,26.31,6.1,48.09,5.8,16.85,1.7,26.34,9.4,14.09,3.1,15.34,1.4,16.32,9.6,19.7,13.9,19.54,0.5,22.89,4.1,25.76,3.8,24.15,6.4,19.15,8.5,18.03
May 2018,west,Alaska,Fairbanks,100,27.68,5.9,47.45,3.8,37.67,1.6,36.8,2.4,44.31,3.4,33.32,2.4,24.88,0.6,42.66,7.8,33.4,0.9,24.44,6,46.85,2.3,19.99,2.3,27.16,8.7,13.54,3.6,17.13,2.9,16.75,8.8,17.11,16.9,21.4,0.1,14.76,6,31.34,5.3,30.12,2.1,26.87,6.4,25.77
May 2019,west,Alaska,Fairbanks,100,27.47,6.1,46.69,3.7,36.19,1.3,40.23,2.4,42.21,2.9,36.73,2.1,25.86,0.6,46.02,6,30.41,0.9,23.36,5.9,48.11,3.2,20.16,2.4,28.6,10.1,14.17,3.3,17.17,2.1,16.42,10,17.36,13.8,21.84,0.3,15.27,6.8,32.27,5.6,30.8,1.9,27.14,8.7,24.47
May 2020,west,Alaska,Fairbanks,100,28.1,6.3,47.06,4.1,36.49,1.2,39.43,2.5,44.23,3.5,34.79,2,27.47,0.6,46.43,5.8,31.3,0.8,23.67,5.4,45.1,3.4,20.58,2.7,30.11,10.1,14.2,2.7,18.44,1.8,17.74,9.4,18.56,13.5,22.18,0.3,15.86,6.7,33.52,6.2,31.54,2.1,27.99,8.9,24.77
May 2018,west,Arizona,Flagstaff,100,21.36,6.7,43.93,2.9,28.12,1.6,34.31,1.3,36.37,1.9,27.28,1.9,20.09,,,7,25.05,1,22.52,6.3,37.33,2.1,15.82,2.5,22.2,15.9,12.77,4.6,13.21,3.6,14.17,8.8,15.29,14.3,17.34,0.1,21.38,3.8,20.05,4.3,21.3,4.8,16.72,4.2,17.55
May 2019,west,Arizona,Flagstaff,100,21.76,6,42.86,2.8,28.96,1.2,34.4,0.9,35.79,1.7,29.22,2.3,20.66,0.5,49.05,8.1,26.84,0.9,25.2,6.4,39.5,3.5,15.09,2.2,23.36,16.8,13.98,5,13.63,3,16.1,9.1,16.04,12.3,17.85,0.1,23.15,3.8,20.35,4.2,20.82,3.5,16.72,5.7,17.72
May 2020,west,Arizona,Flagstaff,100,23.79,5.6,45.9,3.4,34.53,1.3,35.73,1.6,45.75,2.3,28.11,2,22.74,0.6,46.97,8.4,,0.9,27.96,6.4,41.42,4.1,15.56,2.4,23.57,15,15.18,4.5,14.77,2.6,16.53,8.5,17.78,11.9,19.04,0.1,26.06,4,20.93,4.4,22.48,4.1,21.47,5.8,18.92
May 2018,west,California,Fresno,100,22.76,3.9,50.78,4.1,31.19,0.9,35.28,0.8,43.42,0.8,32.01,2,26.3,0.7,45.27,8.5,29.16,0.9,25.73,5.6,44.56,2.4,16.15,2.1,28.6,8,13.39,2.4,14.84,6.4,13.03,8.9,18.77,14.3,18.7,7.3,11.97,3.9,25.58,3.7,24.3,5.3,17.28,6.9,17.15
May 2019,west,California,Fresno,100,23.48,3.9,51.47,4.4,31.57,0.8,35.16,0.9,43.01,0.8,36.98,2.2,25.51,0.7,44.11,8.3,30.48,1.1,26,5.4,47.15,6.8,13.97,2.3,29.59,7.9,13.98,2.4,15.82,1.9,15.75,9,19.1,12.6,19.74,7.2,12.77,4,26.28,3.7,24.84,4.9,17.54,8.8,17.24
May 2020,west,California,Fresno,100,25.08,4.2,51,4.6,32.13,0.9,35.52,0.9,45.04,0.9,37.85,2.2,26.98,0.6,49.86,7.9,32.36,0.9,26.43,5.8,50.81,6.9,15.18,2.4,30.1,7.3,14.79,2.5,17.19,1.6,16.6,8.3,20.51,12.6,20.51,7.1,14.28,4.1,28.6,3.9,26.3,4.9,19.05,9.6,18.59
May 2018,west,Oregon,Grants Pass,100,19.55,4.2,40.68,2.1,25.93,1.1,29.72,0.4,25.99,0.6,25.05,3.3,21.74,0.5,29.08,5.4,24.05,0.7,19.7,5.9,41.67,4,16.97,1.1,19.68,11.1,12.33,3.8,14.31,8.4,14.75,10.6,15.84,19.6,16.22,0.3,19.93,3.7,22.29,2.7,19.09,6.1,16.19,4.3,15.42
May 2019,west,Oregon,Grants Pass,100,20.56,4.3,41.6,2.4,25.69,1.1,29.46,0.7,28.7,0.5,29.81,3.1,23.09,0.5,28.16,6.1,25.21,0.9,19.45,5.9,42.63,8.7,16.05,1.4,26.52,11.2,13.2,3.8,15.48,2,13.85,10.6,16.57,16.1,17.23,0.3,20.52,3.8,23.5,2.9,20.43,6.8,17.24,7,14.94
May 2020,west,Oregon,Grants Pass,100,21.58,4.7,41.22,2.6,28.32,0.9,33.26,0.7,31.11,0.9,26.54,3,24.38,0.7,26.7,5.7,23.78,0.8,21.38,6,47.23,10.9,16.69,1.6,27.22,10.5,13.55,3.5,16.28,1.7,14.64,11,17.79,14.9,18.26,,15.95,3.8,23.85,3,22.5,5.7,18.07,7.2,15.71
May 2018,west,California,Hanford,100,23.16,3.2,49.82,2.6,33.15,0.8,34.33,0.4,39.52,1.1,37.97,2.7,30.75,0.3,,7.5,30.26,0.3,25.44,6.2,38.57,2.1,15.98,8.4,37.9,8.4,13.47,2.8,15.29,6.9,12.12,7.8,15.6,11.9,18.78,8.6,12.69,2,25.94,4.1,24.47,5.9,19.99,6.2,16.44
May 2019,west,California,Hanford,100,24.03,3,50.9,2.5,32.82,0.6,36.2,0.4,40.92,0.9,39.27,2.7,31.31,0.4,,7.9,27.88,0.3,21.56,6.7,45.05,6.3,13.74,8.2,39.39,8.9,14.37,2.5,17.46,2.7,15.26,7.9,16.16,9.5,19.63,8,13.21,2.1,25.41,4,25.8,7.6,19.04,6.9,17.16
May 2020,west,California,Hanford,100,25.63,3.2,52.02,2.8,33.94,0.5,39.21,0.5,42.3,0.8,40.53,2.9,30.64,0.4,,7.5,30.14,0.3,25.31,6.4,47.16,6.7,16.01,8.6,40.77,9.2,15.92,2.2,18.36,2.2,16.69,7.3,17.25,9.5,20.56,7.5,14.84,2.5,26.07,4.2,26.68,7.7,20.06,6.9,18.74
May 2018,west,Idaho,Idaho Falls,100,21.34,5.8,40.33,3.7,29.26,2.5,40.16,3.6,48.57,2.3,34.54,1.9,19.1,0.6,32.73,5.9,16.53,1.5,18.66,5.2,35.8,3,13.39,2,21.06,8,10.37,3.1,15.81,3.4,11.79,10.1,15.86,15.1,16.11,0.8,11.3,5.6,21.43,3.5,21.52,5.5,18.24,7,15.49
May 2019,west,Idaho,Idaho Falls,100,22.42,5.5,42.76,3.6,33.32,2.5,45.4,4,50.73,2.5,37.59,1.9,19.56,0.7,38.9,5.5,16.2,1.6,19.37,5.4,36.85,5,13.04,1.6,24.05,8,10.89,3,15.64,1.4,11.87,10.6,16.35,13.5,17.16,0.7,12.91,5.5,21.52,3.8,21.33,5.3,17.71,8.4,15.31
May 2020,west,Idaho,Idaho Falls,100,23.87,5.3,48.77,4.4,35.8,2.2,49.21,4,52.6,3.3,33.13,1.8,21.53,0.7,35.5,5.2,17.37,1.2,18.63,5.7,34.31,5.3,13.22,2,27.2,7,11.95,3.2,16.17,1.1,13.08,10.5,17.81,13,18.28,0.7,13.59,5.7,22.94,4,21.86,5.1,19.65,8.6,17.1
May 2018,west,Hawaii,Kahului,100,23.55,4.4,47.86,2.2,31.79,0.6,36.93,0.6,36.71,0.5,27.42,1.8,23.9,0.3,40.45,4.5,24.2,1.4,23.96,3.6,44.46,2.3,20.27,2.8,25.34,18.8,20.71,9.1,18.18,4.2,16.75,12.5,18.69,12.7,19.95,0.3,19.34,4.8,31.52,4.1,26.42,2.3,20.48,6.4,19.66
May 2019,west,Hawaii,Kahului,100,24.16,4.4,49.16,2.2,31.92,0.6,38.78,0.6,39.84,0.6,31.56,1.8,23.8,0.3,38.65,5.1,24.99,1.3,24.4,3.6,45.87,2.7,18.58,2.6,27.02,19,21.72,8.9,18.75,4,18.69,11.7,19.32,11.1,20.45,0.2,20.7,4.5,31.97,4.2,27.04,2.4,21.6,8.3,18.5
May 2020,west,Hawaii,Kahului,100,25.27,4.9,47.59,2.5,31.19,0.7,43.74,0.7,41.54,0.7,32.09,2,23.94,0.3,39.88,5.6,26.2,1.3,26.3,4.6,46.83,3.2,18.01,2.9,28.84,15.5,21.72,8.4,19.33,3.3,18.45,11.6,20.01,12,20.94,0.3,20.44,5.5,32.36,4.2,27.97,2.2,23.21,7.7,19.34
May 2018,west,Washington,Kennewick,100,26.29,4.6,59.29,4.1,37.78,1.7,43.3,4,51.22,2.6,43.6,1.4,25.98,0.3,36.38,6.8,25.5,1.1,23.73,5.7,44.57,3,16.33,2.1,28.93,8.5,13.44,2.7,15.6,3.7,14.9,9.5,17.91,12.7,19.81,3,14.07,6.6,27.18,4.3,25.46,4.6,22.72,7.2,18.36
May 2019,west,Washington,Kennewick,100,26.71,4.3,58.98,4.1,37.66,1.7,44,3.7,51.92,3,44.41,1.4,27.59,0.4,36.22,6.8,26.31,1,24.24,5.3,45.85,4.8,16.02,1.9,29.85,9,14.36,2.7,15.72,1.9,16.67,9.3,18.62,10.7,20.26,3.3,14.79,7.7,28.82,4.5,25.55,4.5,22.08,8.1,18.38
May 2020,west,Washington,Kennewick,100,28.25,4.5,60.82,4.3,39.52,1.7,45.46,3.8,49.71,3.2,43.75,1.3,28.83,0.4,36.09,6.6,27.35,0.8,25.65,5.7,47.41,5.4,16.85,1.9,31.09,8.2,15.44,2.6,16.74,1.5,16.8,9,20.15,10.8,21.06,3.5,15.93,8.1,30.92,4.3,27.81,4.7,23.96,7.6,20.17
May 2018,west,Arizona,Lake Havasu City,100,19.46,4.8,40.44,2.5,28.44,0.8,29.36,0.6,,0.4,30.52,1.2,21.32,0.4,35.25,4.4,18.01,0.5,18.16,6.9,37.37,3.6,15.48,3.8,22.38,12.4,12.26,3.4,12.88,2.9,12.95,12.9,15.08,16.4,15.95,,12.77,4.2,19.8,6.1,20.49,5.1,17.45,6.8,16.65
May 2019,west,Arizona,Lake Havasu City,100,19.9,4.7,39.56,2.2,27.95,0.7,29.62,0.7,,0.3,31.02,1.3,20.46,0.4,,4.9,18.4,0.6,18.6,6.6,37.8,4.4,14.93,4.6,21.25,12.1,13.49,2.9,13.69,1.9,14.42,12,15.78,14.7,17.19,0.5,13.82,4.7,20.36,5.7,20.72,5.6,17.6,8.5,16.56
May 2020,west,Arizona,Lake Havasu City,100,20.76,4.5,40.69,2.1,27.32,0.7,30.63,0.6,32.14,0.3,30.97,1.4,20.29,0.6,,4.7,19.13,0.5,20.13,6.9,39.69,4.3,15.64,5.1,20.95,11.1,14.54,2.8,14.81,1.9,14.94,12.1,17.03,14.7,17.76,0.3,14.74,5.1,20.05,5.2,22.44,5.5,18.7,9.6,16.96
May 2018,west,Nevada,Las Vegas,100,21.92,4.7,55.52,3.6,33.02,1.5,38.43,0.9,37.82,0.3,33,0.8,25.51,0.7,51.3,3.8,23.78,1.6,26.46,4.6,43.11,2,17.36,3.5,20.92,15.3,13.37,5.8,15.57,6.7,13.37,10.7,17.42,15.2,17.56,,14.23,4.9,23.95,3.4,24.56,2.8,17.32,7.3,18.5
May 2019,west,Nevada,Las Vegas,100,22.43,4.9,54.51,3.8,33.07,1.6,37.66,0.8,38.31,0.4,32.82,0.8,26.05,0.6,49.6,3.6,24.64,1.6,28.14,4.6,44.02,3.1,15.6,3.5,22.12,14.8,13.32,5.6,16.03,5.7,13.8,10.7,17.66,13.6,18.12,0.1,15.82,5.2,25.01,3.4,25.04,2.8,17.68,8.7,18.92
May 2020,west,Nevada,Las Vegas,100,24.02,5.4,53.58,4.3,32.34,1.7,37.8,1,38.46,0.5,33.7,1,27.16,0.7,48.96,3.8,35.39,1.5,28.31,5.5,44.59,3.3,15.56,3.5,22.45,12.7,13.59,4.9,15.96,4.5,14,10.7,19.01,14.1,18.57,0.1,16.14,5.8,26.31,3.5,25.33,2.7,18.28,8.8,19.64
May 2018,west,Idaho,Lewiston,100,21.09,4.4,36,3.3,29.25,0.9,32.65,1.3,31.81,0.6,23.75,2,23.26,0.3,41.41,5.8,22.19,1,19.02,6.8,37.35,3.4,15.42,2.1,,9.2,11.22,2.7,13.86,3.2,13.11,11.7,15.54,13.2,17.14,0.7,21.1,4.5,25.76,5.5,22.15,11.6,,5.9,18.43
May 2019,west,Idaho,Lewiston,100,21.92,4.4,36.2,3.2,31.02,0.9,36.95,1.3,35.15,0.6,25.52,2,24.4,0.3,39.27,5.8,20.76,0.8,19.69,7.1,36.78,6.2,14.4,2.2,24.05,9.7,11.86,3.2,14.09,1.5,15.04,9.5,16.07,12.7,19.25,0.7,22.17,4.9,26.56,5.7,23.86,9.8,22.35,7.5,21.15
May 2020,west,Idaho,Lewiston,100,22.72,4.4,36.16,3.5,30.65,1,36.93,1.4,37.24,0.7,26.7,1.6,25.81,0.5,39.63,5,21.32,0.9,18.37,6.4,39.65,6.7,14.95,1.9,23.73,8.9,13.02,3.2,14.75,2.2,14.25,9.7,17.26,13,20.08,0.7,23.39,4.8,26.54,5.7,25.87,10.2,24.03,7.3,20.58
May 2018,west,Washington,Longview,100,23.64,4.2,49.54,3,32.01,0.8,35.98,1.3,40.06,0.9,30.54,1.7,24.67,0.3,36.36,6.7,25.17,0.7,20.77,5.5,38.66,3.1,16.9,1.6,28.11,9.6,13.5,2.7,15.19,4.2,15.59,9.9,17.66,12.4,20.07,1.3,23.06,5.5,28.14,5.5,28.06,8.6,24.36,10.3,18.57
May 2019,west,Washington,Longview,100,24.37,3.5,56.39,3,33.04,0.8,37.9,1.5,39.9,0.8,35.16,1.7,24.83,0.4,37.32,7,25.85,0.7,21.91,5.4,39.9,6.4,16.21,1.6,28.94,9.6,14.35,2.9,15.55,1.6,18.67,9.3,18.83,11.1,20.44,1.4,24.71,6.1,29.35,5.2,27.65,9.2,24.83,11,19.07
May 2020,west,Washington,Longview,100,25.43,3.3,56.94,3.1,33.03,0.8,41.02,1.3,40.85,0.7,34.95,1.8,26.6,0.4,38.38,6.8,27.2,0.7,22.91,5.6,39.58,6.8,17.3,1.6,30.82,8.7,15.54,2.4,16.74,1.8,17.6,9.8,20.19,10.9,21.39,1.3,27.48,6.6,30.04,5.2,29.18,9.2,25.84,11.3,20.41
May 2018,west,California,Los Angeles,100,27.83,5.9,64.29,6.3,39.14,2.8,46.15,1.8,47.46,0.8,40.64,1.7,28.19,1,63.52,5.6,33.3,2.7,37.75,4.8,45.6,2.2,17.65,2.3,28.69,9.5,13.38,2.6,16.48,6.3,14.29,9.7,21.8,15.4,20.55,0.1,15.55,3.2,28.37,2.8,25.95,5.5,18.39,6.9,18.95
May 2019,west,California,Los Angeles,100,28.74,6.1,64.75,6.3,39.41,2.8,47.23,1.8,48.11,0.8,42.73,1.9,28.62,1,63.86,5.8,33.65,2.9,40.01,4.9,47.43,6.1,15.61,2.4,29.02,9.5,14.36,2.7,17.16,2.4,16.48,9.5,22.31,13.4,21.81,0.1,16.34,3.2,28.94,2.8,26.75,5.5,19,8.5,18.98
May 2020,west,California,Los Angeles,100,30.61,6.3,67.37,6.7,40.94,3,48.51,1.8,49,0.8,43.5,2.1,29.75,1.1,66.29,5.8,35.35,2.8,41.65,5.1,49.27,6.4,16.44,2.6,30.29,8.3,15.45,2.6,18.32,2,18.59,9,23.62,13.5,22.68,0.1,17.31,3.3,30.58,2.8,28.18,5.5,20.09,8.3,20.23
